28,XWA,,,
0,280 Red Laser 17,1,,36
2,281 Red Turbo Laser 18,1,,36
4,282 Green Laser 19,1,,36
6,283 Green Turbo Laser 20,1,,36
8,284 Ion Laser 22,1,,36
10,285 Ion Turbo laser 23,1,,36
12,286 Torpedo 24,1,,36
14,287 Missile 25,1,,36
16,288 Red Super Laser 162,1,,36
18,289 Green Super Laser 165,1,,36
20,290 Ion Super Laser 168,1,,36
22,291 Adv. Torpedo 160,1,,36
24,292 Adv. Missile 159,1,,36
26,293 Space Bomb 26,1,,36
28,294 Heavy Rocket 27,1,,36
30,295 Mag Pulse 28,1,,36
32,296 Ion Pulse 161,1,,36
34,297 Reb Turbo Short 162,1,,36
36,298 Flare 29,1,,36
38,299 Unk 1 (Chaff?) 0,1,,36
40,300 Unk 2 (Cluster?) 0,1,,36
42,301 Reb Turbo Med 163,1,,36
44,302 Reb Turbo Long 164,1,,36
46,303 Imp Turbo Short 165,1,,36
48,304 Imp Turbo Med 166,1,,36
50,305 Imp Turbo Long 167,1,,36
52,306 Death Star Laser 21,1,,36
54,307 Open Weapon 169,1,,36
