28,XWA,,,
0,280 Red Laser 17,1,,34
1,281 Red Turbo Laser 18,1,,34
2,282 Green Laser 19,1,,34
3,283 Green Turbo Laser 20,1,,34
4,284 Ion Laser 22,1,,34
5,285 Ion Turbo laser 23,1,,34
6,286 Torpedo 24,1,,34
7,287 Missile 25,1,,34
8,288 Red Super Laser 162,1,,34
9,289 Green Super Laser 165,1,,34
10,290 Ion Super Laser 168,1,,34
11,291 Adv. Torpedo 160,1,,34
12,292 Adv. Missile 159,1,,34
13,293 Space Bomb 26,1,,34
14,294 Heavy Rocket 27,1,,34
15,295 Mag Pulse 28,1,,34
16,296 Ion Pulse 161,1,,34
17,297 Reb Turbo Short 162,1,,34
18,298 Flare 29,1,,34
19,299 Unk 1 (Chaff?) 0,1,,34
20,300 Unk 2 (Cluster?) 0,1,,34
21,301 Reb Turbo Med 163,1,,34
22,302 Reb Turbo Long 164,1,,34
23,303 Imp Turbo Short 165,1,,34
24,304 Imp Turbo Med 166,1,,34
25,305 Imp Turbo Long 167,1,,34
26,306 Death Star Laser 21,9,,34
27,307 Open Weapon 169,1,,34
