265,XWA,,,
0,X-Wing,2,,17
24,Y-Wing,2,,17
48,A-Wing,2,,17
72,B-Wing,2,,17
96,TIE Fighter,2,,17
120,TIE Interceptor,2,,17
144,TIE Bomber,2,,17
168,TIE Advanced,2,,17
192,TIE Defender,2,,17
216,Authority IRD,2,,17
240,Toscan Fighter,2,,17
264,Missile Boat,2,,17
288,T-Wing,2,,17
312,Z-95 Headhunter,2,,17
336,R-41 Starchaser,2,,17
360,Assault Gunboat,2,,17
384,Skipray Blastboat,2,,17
408,TIE Exp. M1 (Bizarro),2,,17
432,TIE Exp. M2 (BigGun),2,,17
456,TIE Exp. M3 (Warheads),2,,17
480,TIE Exp. M4 (Bomb),2,,17
504,TIE Exp. M5 (Booster),2,,17
528,Cloakshape Fighter,2,,17
552,Razor Fighter,2,,17
576,Planetary Fighter,2,,17
600,Supa Fighter,2,,17
624,Pinook Fighter,2,,17
648,*Booster Pack,2,,17
672,Preybird Fighter,2,,17
696,*StarViper,2,,17
720,Firespray (Slave I),2,,17
744,Pursuer (Slave II),2,,17
768,*Reserved Fighter,2,,17
792,*Reserved Fighter,2,,17
816,*Reserved Fighter,2,,17
840,*Reserved Fighter,2,,17
864,*Reserved Fighter,2,,17
888,*Reserved Fighter,2,,17
912,*Reserved Fighter,2,,17
936,*Reserved Fighter,2,,17
960,*Reserved Fighter,2,,17
984,*Reserved Fighter,2,,17
1008,Utility Tug,2,,17
1032,Combat Utility Vehicle,2,,17
1056,Heavy Lifter,2,,17
1080,Mole Miner,2,,17
1104,Escape Pod,2,,17
1128,Escape Pod 2,2,,17
1152,*Reserved Utility,2,,17
1176,Shuttle,2,,17
1200,Escort Shuttle,2,,17
1224,Stormtrooper Transport,2,,17
1248,Assault Transport,2,,17
1272,Escort Transport,2,,17
1296,System Patrol Craft,2,,17
1320,Scout Craft,2,,17
1344,Muurian Transport,2,,17
1368,YT-1300 Corellian Transport,2,,17
1392,Millennium Falcon (YT-1300),2,,17
1416,YT-2400 (Outrider),2,,17
1440,Imperial Landing Craft,2,,17
1464,Assault Shuttle,2,,17
1488,Luxury Yacht LT3000,2,,17
1512,Ferryboat Liner,2,,17
1536,YT-2000 (Otana),2,,17
1560,*Reserved Shuttle,2,,17
1584,*Reserved Shuttle,2,,17
1608,*Reserved Shuttle,2,,17
1632,*Reserved Shuttle,2,,17
1656,*Reserved Shuttle,2,,17
1680,Container A,2,,17
1704,Container B,2,,17
1728,Container C,2,,17
1752,Container D,2,,17
1776,Container E,2,,17
1800,Container F,2,,17
1824,Container G,2,,17
1848,Container H,2,,17
1872,Container I,2,,17
1896,Cargo Canister,2,,17
1920,Pressure Tank,2,,17
1944,Container J,2,,17
1968,Container K,2,,17
1992,Container L,2,,17
2016,Container Hangar,2,,17
2040,*Reserved Container,2,,17
2064,*Reserved Container,2,,17
2088,*Reserved Container,2,,17
2112,*Reserved Container,2,,17
2136,*Reserved Container,2,,17
2160,Bulk Freighter,2,,17
2184,Cargo Ferry,2,,17
2208,Modular Conveyor,2,,17
2232,Container Transport,2,,17
2256,Medium Transport,2,,17
2280,Star Galleon,2,,17
2304,Modified Action Transport,2,,17
2328,Mobquet Transport,2,,17
2352,Xiytiar Transport,2,,17
