28,XWA,,,
0,280 Red Laser 17,9,,28
24,281 Red Turbo Laser 18,9,,28
48,282 Green Laser 19,9,,28
72,283 Green Turbo Laser 20,9,,28
96,284 Ion Laser 22,9,,28
120,285 Ion Turbo laser 23,9,,28
144,286 Torpedo 24,9,,28
168,287 Missile 25,9,,28
192,288 Red Super Laser 162,9,,28
216,289 Green Super Laser 165,9,,28
240,290 Ion Super Laser 168,9,,28
264,291 Adv. Torpedo 160,9,,28
288,292 Adv. Missile 159,9,,28
312,293 Space Bomb 26,9,,28
336,294 Heavy Rocket 27,9,,28
360,295 Mag Pulse 28,9,,28
384,296 Ion Pulse 161,9,,28
408,297 Reb Turbo Short 162,9,,28
432,298 Flare 29,9,,28
456,299 Unk 1 (Chaff?) 0,9,,28
480,300 Unk 2 (Cluster?) 0,9,,28
504,301 Reb Turbo Med 163,9,,28
528,302 Reb Turbo Long 164,9,,28
552,303 Imp Turbo Short 165,9,,28
576,304 Imp Turbo Med 166,9,,28
600,305 Imp Turbo Long 167,9,,28
624,306 Death Star Laser 21,9,,28
648,307 Open Weapon 169,9,,28
