28,XWA,,,
0,280 Red Laser 17,3,,23
4,281 Red Turbo Laser 18,3,,23
8,282 Green Laser 19,3,,23
12,283 Green Turbo Laser 20,3,,23
16,284 Ion Laser 22,3,,23
20,285 Ion Turbo laser 23,3,,23
24,286 Torpedo 24,3,,23
28,287 Missile 25,3,,23
32,288 Red Super Laser 162,3,,23
36,289 Green Super Laser 165,3,,23
40,290 Ion Super Laser 168,3,,23
44,291 Adv. Torpedo 160,3,,23
48,292 Adv. Missile 159,3,,23
52,293 Space Bomb 26,3,,23
56,294 Heavy Rocket 27,3,,23
60,295 Mag Pulse 28,3,,23
64,296 Ion Pulse 161,3,,23
68,297 Reb Turbo Short 162,3,,23
72,298 Flare 29,3,,23
76,299 Unk 1 (Chaff?) 0,3,,23
80,300 Unk 2 (Cluster?) 0,3,,23
84,301 Reb Turbo Med 163,3,,23
88,302 Reb Turbo Long 164,3,,23
92,303 Imp Turbo Short 165,3,,23
96,304 Imp Turbo Med 166,3,,23
100,305 Imp Turbo Long 167,3,,23
104,306 Death Star Laser 21,3,,23
108,307 Open Weapon 169,3,,23
