28,XWA,,,
0,280 Red Laser 17,1,,37
24,281 Red Turbo Laser 18,1,,37
48,282 Green Laser 19,1,,37
72,283 Green Turbo Laser 20,1,,37
96,284 Ion Laser 22,1,,37
120,285 Ion Turbo laser 23,1,,37
144,286 Torpedo 24,1,,37
168,287 Missile 25,1,,37
192,288 Red Super Laser 162,1,,37
216,289 Green Super Laser 165,1,,37
240,290 Ion Super Laser 168,1,,37
264,291 Adv. Torpedo 160,1,,37
288,292 Adv. Missile 159,1,,37
312,293 Space Bomb 26,1,,37
336,294 Heavy Rocket 27,1,,37
360,295 Mag Pulse 28,1,,37
384,296 Ion Pulse 161,1,,37
408,297 Reb Turbo Short 162,1,,37
432,298 Flare 29,1,,37
456,299 Unk 1 (Chaff?) 0,1,,37
480,300 Unk 2 (Cluster?) 0,1,,37
504,301 Reb Turbo Med 163,1,,37
528,302 Reb Turbo Long 164,1,,37
552,303 Imp Turbo Short 165,1,,37
576,304 Imp Turbo Med 166,1,,37
600,305 Imp Turbo Long 167,1,,37
624,306 Death Star Laser 21,1,,37
648,307 Open Weapon 169,1,,37
