265,XWA,,,
0,X-Wing,1,,20
24,Y-Wing,1,,20
48,A-Wing,1,,20
72,B-Wing,1,,20
96,TIE Fighter,1,,20
120,TIE Interceptor,1,,20
144,TIE Bomber,1,,20
168,TIE Advanced,1,,20
192,TIE Defender,1,,20
216,Authority IRD,1,,20
240,Toscan Fighter,1,,20
264,Missile Boat,1,,20
288,T-Wing,1,,20
312,Z-95 Headhunter,1,,20
336,R-41 Starchaser,1,,20
360,Assault Gunboat,1,,20
384,Skipray Blastboat,1,,20
408,TIE Exp. M1 (Bizarro),1,,20
432,TIE Exp. M2 (BigGun),1,,20
456,TIE Exp. M3 (Warheads),1,,20
480,TIE Exp. M4 (Bomb),1,,20
504,TIE Exp. M5 (Booster),1,,20
528,Cloakshape Fighter,1,,20
552,Razor Fighter,1,,20
576,Planetary Fighter,1,,20
600,Supa Fighter,1,,20
624,Pinook Fighter,1,,20
648,*Booster Pack,1,,20
672,Preybird Fighter,1,,20
696,*StarViper,1,,20
720,Firespray (Slave I),1,,20
744,Pursuer (Slave II),1,,20
768,*Reserved Fighter,1,,20
792,*Reserved Fighter,1,,20
816,*Reserved Fighter,1,,20
840,*Reserved Fighter,1,,20
864,*Reserved Fighter,1,,20
888,*Reserved Fighter,1,,20
912,*Reserved Fighter,1,,20
936,*Reserved Fighter,1,,20
960,*Reserved Fighter,1,,20
984,*Reserved Fighter,1,,20
1008,Utility Tug,1,,20
1032,Combat Utility Vehicle,1,,20
1056,Heavy Lifter,1,,20
1080,Mole Miner,1,,20
1104,Escape Pod,1,,20
1128,Escape Pod 2,1,,20
1152,*Reserved Utility,1,,20
1176,Shuttle,1,,20
1200,Escort Shuttle,1,,20
1224,Stormtrooper Transport,1,,20
1248,Assault Transport,1,,20
1272,Escort Transport,1,,20
1296,System Patrol Craft,1,,20
1320,Scout Craft,1,,20
1344,Muurian Transport,1,,20
1368,YT-1300 Corellian Transport,1,,20
1392,Millennium Falcon (YT-1300),1,,20
1416,YT-2400 (Outrider),1,,20
1440,Imperial Landing Craft,1,,20
1464,Assault Shuttle,1,,20
1488,Luxury Yacht LT3000,1,,20
1512,Ferryboat Liner,1,,20
1536,YT-2000 (Otana),1,,20
1560,*Reserved Shuttle,1,,20
1584,*Reserved Shuttle,1,,20
1608,*Reserved Shuttle,1,,20
1632,*Reserved Shuttle,1,,20
1656,*Reserved Shuttle,1,,20
1680,Container A,1,,20
1704,Container B,1,,20
1728,Container C,1,,20
1752,Container D,1,,20
1776,Container E,1,,20
1800,Container F,1,,20
1824,Container G,1,,20
1848,Container H,1,,20
1872,Container I,1,,20
